username,total_score
CrazyDude,103
Crazytales,"1,042"
CreazySuit,471
Crestville,637
Cricket02,803
Crisspy,566
Croatian,N/A
Cronholm144,699
Crownofworms,295
Crux,422
Crystal,N/A
Csernica,721
Cubs197,662
CultureDrone,841
Cunya,175
Curt,100
Cwb61,N/A
Cybbe,409
Cyclone1,487
CygnetSaIad,348
Cynical,738
Cyrus,N/A
D,465
D.,N/A
DARTH,N/A
DCI2026,103
DDerby,707
DFBot,260
DGaw,818
DIG,108
DLand,713
DPeterson,483
DUDE42,217
Dabomb87,"1,199"
Daduzi,654
Dahliarose,750
DakotaKahn,N/A
Damirgraffiti,816
DanBealeCocks,628
Dana,N/A
Danelo,607
Daniel.Bryant,108
DanielCollins,N/A
DanielTom,496
Danieltiger45,551
Danlina,627
Danthecan,427
Dara,532
DarkFalls,"1,142"
Darkfrog24,832
Darkspots,751
DarthVader,688
Dattebayo321,467
DaveApter,755
Davetunney,323
David.Monniaux,903
DavidHOzAu,552
DavidWBrooks,866
Davidiad,672
Davidruben,839
Davodd,825
Db099221,673
Dbiv,121
Dbtfz,702
Dcmacnut,765
Ddcc,694
DeadEyeArrow,953
DeanHinnen,487
Deb,N/A
Decltype,"1,117"
Deed89,779
Deeptrivia,766
Deiaemeth,630
Dekimasu,"1,063"
Deliriousandlost,667
Deltabeignet,890
DemocraplypseNow,381
Denelson83,980
Denni,807
Deon555,113
Derek,N/A
Derktar,589
Descendall,672
Dethme0w,662
Deville,970
Dgies,"1,123"
Dhatfield,618
Diba,394
Diderot's,N/A
Diesel-50,414
Digby,413
Dijxtra,738
Dincher,102
Diomidis,100
Dirtlawyer1,813
Disneyfreak96,665
DiverseMentality,105
Djembayz,793
Dlabtot,703
Dlyons493,631
Dmharvey,609
Doc,100
DoctorW,604
Dogears,643
Doktorbuk,921
Dominic,"1,097"
Domthedude001,617
Donald,N/A
Donhalcon,530
Doom127,457
Dori,580
Dottoreso,419
Dougie,N/A
Download,"1,011"
Dpbsmith,845
Dr.,N/A
Dr.Szląchedzki,586
DrKiernan,N/A
Draeco,712
DragonRouge,449
Dralwik,851
Drbug,545
DreamGuy,766
Dreftymac,711
Drini,104
Drmargi,892
Drolsi,N/A
DrunkenSmurf,657
Dspradau,N/A
Dual,100
Duk,704
Dumelow,925
Dure,N/A
Dust,N/A
Dusty777,705
Dwanyewest,902
Dwindrim,N/A
Dylanfromthenorth,817
Dysprosia,738
E2eamon,778
EFG,503
ESkog,"1,039"
EagleEyes,458
Ealdgyth,N/A
Earthbendingmaster,110
EatsShootsAndLeaves,760
Echuck215,724
Ecoleetage,888
EdBever,741
EdJohnston,"1,252"
EddieSegoura,726
Edinborgarstefan,529
Edith,N/A
Editpower100,164
Edtropolis,321
EdwardZhao,695
Eekim,N/A
EffK,442
Ehheh,629
EivindFOyangen,N/A
Ekki01,716
ElKevbo,"1,095"
Eldereft,102
Eleemosynary,593
Elenseel,597
Elfguy,N/A
Eliezer,100
Elite,N/A
Elkman,"1,076"
Eloquence,751
Elvey,849
EmirA,N/A
Empty2005,637
EncMstr,"1,221"
Endlessdan,742
EngineerScotty,831
Enigmaman,"1,173"
Enti342,739
Epeefleche,N/A
Equazcion,977
Ergot,N/A
EricV89,102
Erik9,761
Erikster,115
Escape,N/A
Esprqii,860
EstebanF,524
Esuzu,560
Ethereal,425
Eugene,100
Eurocopter,798
Eustress,876
EvanSeeds,677
Everlast1910,625
Evilclown93,N/A
Ex13,549
Exec8,803
Explicit,N/A
Exploringonions,121
Extreme,N/A
Ezeu,840
F9T,N/A
FMAFan1990,638
Fabiform,627
Factitious,582
Fahrenheit451,724
FaithF,539
Fallstorm,250
Fang,100
Farosdaughter,611
Fasttimes68,578
Favonian,N/A
Fbifriday,N/A
Feedintm,727
Felixboy,646
Fennec,777
Fernando,690
FeydHuxtable,805
Filelakeshoe,"1,150"
Filmnmusicritic,131
Finavon,723
Finishedwithschool,161
Fir0002,617
Firebug,623
Firestorm,105
Fish,N/A
Five,167
Flameviper,591
Flcelloguy,975
Flewis,928
FloNight,870
Flopsy,N/A
Floridianed,457
Fluffernutter,"1,103"
Flyer22,N/A
Fmph,614
Fogster,636
Folksong,625
ForesTH2,N/A
FormerIP,721
Foundby,431
Fpahl,440
Fran,100
Francisco,100
FrankTobia,806
Fraudy,704
Fred,105
Fredrick,N/A
Freedom,108
Frelke,610
Friarslantern,488
Friday,798
FrigidNinja,769
Froggydarb,525
Frozenevolution,550
FuelWagon,617
FunPika,863
FunkyFly,554
FuriousFreddy,775
Future54,277
Fuzzie,658
Fyslee,114
G1ggy,102
GChriss,634
GHe,688
GMolewaterdelaRiveBox,113
GRuban,914
GW,108
Gabycs,N/A
Gaelen,0
Galactor213,612
Gamer112,427
Gandoman,277
Gangsta-Easter-Bunny,N/A
Garcilaso,600
Garfield,N/A
Garrickdaft,409
Garyww67,181
Gaurav1146,582
Gavin.collins,651
Gblaz,701
Geaugagrrl,104
Gego,532
GeneralCheese,637
Geni,"1,190"
Geo,N/A
Geogre,846
GeorgeLouis,N/A
Gerald,N/A
Geschichte,"1,100"
Gfoley4,"1,246"
GhostPirate,801
Giangian15,637
Gidonb,939
Gilbertine,100
Gilisa,588
GimliDotNet,937
Ginbot86,677
Girolamo,N/A
Glen,"1,108"
Gmatsuda,704
Gnomz007,523
GoRight,556
Godgoddingham333,522
Golbez,"1,174"
Golden,875
Gongshow,832
Good,N/A
Goodoldpolonius2,674
Gordon39,114
GorillaWarfare,"1,300"
Gphoto,633
Graeme,174
Grahamec,N/A
Grandmaster,N/A
GrasslandT,287
GrazingshipIV,N/A
Green,406
Greengreengreenred,569
GregJackP,978
Gregory,N/A
Greswik,630
Grim,182
Groggy,N/A
GrooveDog,N/A
Grsz11,N/A
Grunt,719
Gryffindor,829
Gsl,552
Guapovia,422
Guettarda,"1,017"
Gun,N/A
Guroadrunner,781
Guy,N/A
Gwalla,852
Gwernol,945
Gxti,341
H,860
HAL,100
HGB,702
HOTR,100
Habashia,451
Hadger,647
Hagerman,628
Hair,712
Hakozen,486
Hall,N/A
Hamiltonstone,805
Hamtechperson,978
Hansnesse,N/A
Happy138,603
Harald,100
Harkey,100
Harout72,725
Harro5,780
Harvzsf,461
HaugenErik,396
HawkerTyphoon,106
Hayley,N/A
Hazillow,502
Hcheney,636
HeartofaDog,860
Hegvald,744
Heironymous,0
Hellboy2hell,640
Helpful,N/A
Henchman,N/A
Henrik,968
Heqs,594
Hereforhomework2,629
Hernie,N/A
Hesperian,949
Hexhand,593
Hghyux,851
Hickorybark,503
HighKing,895
Hillbillyholiday81,168
Hipocrite,760
Historiograf,465
Hkoala,427
Hobartimus,695
Hojimachong,802
Holt,656
Homestarmy,686
HoodedMan,613
Hordaland,685
Horologium,961
Hot,N/A
How,N/A
Howrealisreal,715
Hu12,984
Hughcharlesparker,733
HumanThing,185
Huon,"1,018"
Hurricanehink,943
Hut,N/A
HyperSushi21,549
I'll,N/A
I42,759
ICUDocMD,219
IGeMiNix,602
ILovePlankton,618
IP69.226.103.13,702
Iago,N/A
Iamunknown,786
IanManka,984
Ibrahimfaisal,123
Iced,N/A
Icewedge,168
Ichormosquito,636
Idorunet,146
IgorTrieste,442
Ijanderson977,104
Ilario,548
Ilovetimanderic,240
Imaglang,607
ImmortalGoddezz,102
ImperatorExercitus,937
Import007,194
In,N/A
IndigoGenius,309
"Inferno,",N/A
Infrogmation,"1,002"
Inkbottle,404
Instantnood,739
Into,N/A
Ioannes,N/A
Iqinn,662
Iridia,568
Irmela,107
Ironbrew,478
Is,N/A
Iselilja,970
IslaamMaged126,N/A
Ism,100
Istvan,519
Italiavivi,576
Itfc%2Bcanes%3Dme,610
IvanKnight69,453
Izno,"1,191"
J.J.Sagnella,704
J36miles,652
JC,N/A
JCoug,248
JFBurton,469
JHMM13,794
JK,N/A
JNW,"1,018"
JRG,808
JSarek,468
JaGa,"1,062"
Jacek,N/A
Jack-A-Roe,746
Jackaranga,811
JackyR,661
Jacqui,N/A
Jahiegel,834
Jakiša,N/A
James,249
JamesBWatson,137
Jamesofur,"1,021"
Jamyskis,721
Jared,771
JarrodKyser05,103
JasonDUIUC,470
Jasz,432
Javascap,495
Jaxl,702
JayJay,"1,136"
Jayjg,"1,102"
Jayy008,688
Jbmurray,786
Jcaraballo,N/A
Jcw69,736
Jdzooks,232
Jeanenawhitney,557
JedRothwell,449
Jeepday,970
Jeffpw,705
Jellypuzzle,621
JennKR,744
Jerem43,"1,002"
Jeromeplacec,173
Jerzy,900
Jet,N/A
Jezebel,N/A
Jftsang,712
Jh12,755
Jiang,899
Jim62sch,720
Jimmy,547
Jimwitz,443
Jj137,"1,162"
Jmabel,"1,021"
Jmh649,114
Jnc,819
JoJan,N/A
Jobe6,690
Jodyw1,517
Joebeone,481
Joevanisland,337
Johann,100
JohnChrysostom,713
Johnbod,N/A
Johnny,102
Johnparkw,522
Joke137,652
JonMoore,733
Jonathan321,773
Jonkerz,930
Jorcoga,573
Joseph,638
Joshua,770
Jossi,974
Jouster,629
Joyson,N/A
Jpmonroe,413
Jreferee,756
Jschnur,866
Jsjsjs1111,567
Jtmorgan,659
JuanMuslim,103
Juicifer,658
JulieSpaulding,105
Jumping,N/A
Junglecat,808
Just,105
Justforasecond,537
Justinpwilsonadvocate,495
Jwillbur,832
Jéské,N/A
K50,N/A
KDerrida,185
KJS77,841
KS,421
Kafka,N/A
Kahuroa,655
Kaiti,549
Kalan,533
KamStak23,N/A
KamrynMatika2,421
Kangaroopower,696
Kaori,488
Karbinski,569
Karl,412
Karthikndr,991
Katalaveno,721
Kateshortforbob,993
Kavadi,N/A
Kbh3rd,890
Kcowolf,537
Keefer4,543
Keepsleeping,610
Keith,N/A
KelleyCook,813
Kendrick7,852
Kensho,122
Keraunoscopia,749
Kevin1243,102
Kewpid,580
Kgorman-ucb,103
Khatru2,633
Khoikhoi,994
Kicking222,729
Kierano,657
KillerChihuahua,"1,026"
Kilo-Lima,927
Kimon,934
Kindzmarauli,778
Kingpin13,"1,108"
Kinu,"1,300"
KittenKlub,765
Kjp993,621
Klemen,N/A
Kmhkmh,849
Knight-Lord,N/A
KnowledgeHegemonyPart2,566
Kntrabssi,625
Kobnach,312
Kokota,219
KonstableSock,228
Korny,N/A
Kotra,747
KrakatoaKatie,"1,158"
Krashlandon,867
Kri77777,158
Kristen,N/A
Ks64q2,650
Kuban,N/A
Kudret,0
Kundan,N/A
Kurdo777,630
Kushal,237
Kuyabribri,"1,114"
Kwh,640
Kyla,419
Kzollman,703
L'etats,N/A
L33th4x0rguy,752
LAZY,157
LUUSAP,560
Lacrimosus,N/A
Lajolla2009,484
Laleena,517
Lan,N/A
Lanky,748
LaraBot,410
Last,N/A
Laurascudder,695
Lawrencekhoo,857
Lcsrns,513
LeCour,140
LeaveSleaves,865
LeeHunter,641
LeftCoastMan,313
Legolas2186,826
Leif,611
Lemonflash,680
Leon,113
Leprechaun99,123
LessHeard,N/A
Lethe,744
Lexicon,927
Libertyville,561
Lifefeed,589
Lightdarkness,812
Likeminas,621
Limin8tor,276
LindsayH,867
Linkofazeroth,542
Lionelt,818
Lir,594
Literaturegeek,763
LittleTony,338
Live,N/A
LlamaAl,906
Localzuk,745
Logan,"1,192"
Logos5557,104
Londoneye,480
Longhair,N/A
Lord,N/A
LordRM,504
Lordmontu,647
Lostkiwi,509
LouriePieterse,811
LovesMacs,714
Lquilter,869
Lucasbfr,100
LuciferMorgan,835
LuckyLittleGrasshopper,507
Ludahai,676
Luigizanasi,716
LukasPietsch,639
Lukeno94,130
Lunakeet,624
Lustead,522
Lycaon,623
Lzur,461
M.K,722
M7,552
MC,107
MGA73,701
MLA,620
MPF,856
MSTCrow,654
Maayanh,422
MacMed,783
Macrakis,905
MadCow257,634
Madhyako,N/A
Maedin,104
Magioladitis,N/A
Mahewa,636
Mairi,673
Makecat,990
Malcolm,986
Malevious,673
Malinaccier,"1,180"
Mallocks,574
Manderiko,454
ManhattanNY,102
Manny,103
Manuprasanna,141
Maralia,850
Marcin,N/A
Marcus,188
Mardetanha,N/A
Marianocecowski,N/A
Mariordo,N/A
MarkBA,N/A
Markalexander100,N/A
Markreidyhp,466
Marlith,119
Marskell,736
Martin-C,439
Martinphi,586
Marvin,100
MaskedHero,519
Master&Expert,102
Masterjamie,636
MathCool10,117
Mathmo,819
Matia.gr,634
Matt.T,884
Mattb90,505
Matthew2c4u,356
Matthuxtable,646
Mattwj2002,563
Maunus,"1,072"
Maverx,N/A
Maxim,"1,233"
MaximvsDecimvs,553
Mazca,"1,118"
Mbimmler,532
McPhail,897
Mcginnly,687
Mdcollins1984,104
Mediran,N/A
Meersan,564
Megapen,669
Meile,518
MelanieN,"1,221"
Meldshal,N/A
Melty,N/A
Menchi,827
Mentisock,748
Mereda,729
Merzbow,682
Messhermit,603
Metb82,587
Mets501,"1,110"
Mexcellent,435
Mh,604
Miborovsky,N/A
MichaelLinnear,N/A
Michaelsanders,N/A
MickMacNee,780
Microtony,650
Miesianiacal,686
Mihai,N/A
Mike1,549
MikeAllen,"1,097"
MikeLynch,"1,105"
Mikemoral,N/A
Mikm,615
Miljoshi,548
Milomedes,526
Mindbunny,404
Mindspillage,837
Minimac,N/A
Mintguy,669
MiraLuka,103
Mishatx,568
Miss,N/A
Mister,N/A
Mistery,N/A
MithrandirAgain,625
Mjal,265
Mkativerata,"1,003"
Mlpearc,201
Mmounties,607
Mo,100
Moby,N/A
Moeron,817
Mojoworker,905
Mom2jandk,641
Moneyballing,421
Monkeyblue,624
Mononomic,737
Montchav,611
Moogwrench,812
Moondyne,903
Mopza,466
Morgan695,823
Morning277,766
Mostly,N/A
Mozzerati,713
Mr.Snoppy,142
MrFirewall,266
MrMetalFLower,431
MrVacBob,427
Mrbowtie,527
Mrmatiko,790
Mrs.,100
Mschel,671
Mtmelendez,770
MugsWrit,190
Munta,434
MurphiaMan,459
Musical,N/A
Mvemkr,499
My,100
Myciconia,N/A
Myrtone,N/A
Mystery,N/A
Mário,775
N96,469
NE2,N/A
NL-Ninane,410
NSH001,883
NVO,722
NYScholar,699
Nadavspi,604
Nahum,583
